"in.sqft","in.bathroom_spot_vent_hour","in.bedrooms","in.ceiling_fan","in.clothes_dryer","in.clothes_washer","in.clothes_washer_presence","in.cooking_range","in.cooling_setpoint","in.cooling_setpoint_has_offset","in.cooling_setpoint_offset_magnitude","in.cooling_setpoint_offset_period","in.dishwasher","in.ducts","in.federal_poverty_level","in.geometry_floor_area","in.geometry_floor_area_bin","in.geometry_foundation_type","in.geometry_garage","in.geometry_stories","in.geometry_stories_low_rise","in.geometry_wall_exterior_finish","in.geometry_wall_type","in.has_pv","in.heating_fuel","in.heating_setpoint","in.heating_setpoint_has_offset","in.heating_setpoint_offset_magnitude","in.heating_setpoint_offset_period","in.hot_water_fixtures","in.hvac_cooling_efficiency","in.hvac_cooling_partial_space_conditioning","in.hvac_cooling_type","in.hvac_has_ducts","in.hvac_has_zonal_electric_heating","in.hvac_heating_efficiency","in.hvac_heating_type","in.hvac_heating_type_and_fuel","in.income","in.income_recs_2015","in.income_recs_2020","in.infiltration","in.insulation_ceiling","in.insulation_floor","in.insulation_foundation_wall","in.insulation_rim_joist","in.insulation_roof","in.insulation_slab","in.insulation_wall","in.lighting","in.misc_extra_refrigerator","in.misc_freezer","in.misc_gas_fireplace","in.misc_gas_grill","in.misc_gas_lighting","in.misc_hot_tub_spa","in.misc_pool","in.misc_pool_heater","in.misc_pool_pump","in.misc_well_pump","in.occupants","in.orientation","in.plug_load_diversity","in.puma_metro_status","in.pv_orientation","in.pv_system_size","in.range_spot_vent_hour","in.refrigerator","in.roof_material","in.usage_level","in.vacancy_status","in.vintage","in.vintage_acs","in.water_heater_efficiency","in.water_heater_fuel","in.weather_file_city","in.window_areas","in.windows","upgrade.hvac_heating_efficiency","Dry Bulb Temperature [°C]","Relative Humidity [%]","Wind Speed [m/s]","Wind Direction [Deg]","Global Horizontal Radiation [W/m2]","Direct Normal Radiation [W/m2]","Diffuse Horizontal Radiation [W/m2]","energy_sum"
"1690","Hour23","2","Standard Efficiency","Electric, 120% Usage","Standard, 120% Usage","Yes","Electric, 120% Usage","70","No","0F","None","None","20% Leakage, Uninsulated","400%+","1500-1999","1500-2499","Vented Crawlspace","1 Car","1","1","Brick, Medium/Dark","Wood Frame","No","Electricity","70","No","0F","None","200% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","80000-99999","80000-99999","60000-99999","20 ACH50","R-30","Uninsulated","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, Uninsulated","100% LED","EF 15.9","None","None","None","None","None","None","None","None","None","1","North","200%","In metro area, not/partially in principal city","None","None","Hour10","EF 15.9, 100% Usage","Composition Shingles","High","Occupied","1960s","1960-79","Electric Standard","Electricity","Beaufort Mcas","F12 B12 L12 R12","Single, Clear, Metal","MSHP, SEER 24, 13 HSPF",24.82,100,1.84,100,101,3,98.5,0.775
"1220","Hour7","3","Standard Efficiency, No usage","Electric, 100% Usage","Standard, 100% Usage","Yes","Electric, 100% Usage","72","No","0F","None","318 Rated kWh, 100% Usage","0% Leakage, Uninsulated","300-400%","1000-1499","0-1499","Heated Basement","None","1","1","None","Brick","No","Electricity","55","No","0F","None","100% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 15, 8.5 HSPF","Ducted Heat Pump","Electricity ASHP","45000-49999","40000-59999","40000-59999","7 ACH50","R-19","Uninsulated","Wall R-10, Exterior","R-10, Exterior","Unfinished, Uninsulated","None","Brick, 12-in, 3-wythe, R-11","100% LED","None","None","None","None","None","None","None","None","None","None","1","East","100%","In metro area, not/partially in principal city","None","None","Hour12","EF 17.6, 100% Usage","Composition Shingles","Medium","Vacant","1980s","1980-99","Electric Premium","Electricity","Charleston Muni","F18 B18 L18 R18","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",29.67,79.37,2.4,200,630.5,510.5,227.5,0.552
"1220","Hour7","3","Standard Efficiency, No usage","Electric, 100% Usage","Standard, 100% Usage","Yes","Electric, 100% Usage","72","No","0F","None","318 Rated kWh, 100% Usage","0% Leakage, Uninsulated","300-400%","1000-1499","0-1499","Heated Basement","None","1","1","None","Brick","No","Electricity","55","No","0F","None","100% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 15, 8.5 HSPF","Ducted Heat Pump","Electricity ASHP","45000-49999","40000-59999","40000-59999","7 ACH50","R-19","Uninsulated","Wall R-10, Exterior","R-10, Exterior","Unfinished, Uninsulated","None","Brick, 12-in, 3-wythe, R-11","100% LED","None","None","None","None","None","None","None","None","None","None","1","East","100%","In metro area, not/partially in principal city","None","None","Hour12","EF 17.6, 100% Usage","Composition Shingles","Medium","Vacant","1980s","1980-99","Electric Premium","Electricity","Charleston Muni","F18 B18 L18 R18","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",24.7,87.61,0,200,139.5,3.5,137,0.345
"2176","Hour19","3","None","None","EnergyStar, 120% Usage","Yes","Electric, 120% Usage","76","No","0F","None","None","20% Leakage, Uninsulated","400%+","2000-2499","1500-2499","Vented Crawlspace","1 Car","1","1","None","Brick","No","Natural Gas","70","Yes","12F","Day and Night -4h","200% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Fuel Furnace, 92.5% AFUE","Ducted Heating","Natural Gas Fuel Furnace","100000-119999","100000-119999","100000-149999","20 ACH50","R-13","Uninsulated","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Brick, 12-in, 3-wythe, Uninsulated","100% Incandescent","EF 15.9","None","None","None","None","None","None","None","None","None","1","West","200%","In metro area, not/partially in principal city","None","None","Hour18","EF 17.6, 100% Usage","Asphalt Shingles, Medium","High","Occupied","1960s","1960-79","Natural Gas Standard","Natural Gas","Charleston Muni","F12 B12 L12 R12","Single, Clear, Non-metal","MSHP, SEER 24, 13 HSPF",32.2,57.68,7.2,100,728,727,161,1.258
"2176","Hour19","3","None","None","EnergyStar, 120% Usage","Yes","Electric, 120% Usage","76","No","0F","None","None","20% Leakage, Uninsulated","400%+","2000-2499","1500-2499","Vented Crawlspace","1 Car","1","1","None","Brick","No","Natural Gas","70","Yes","12F","Day and Night -4h","200% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Fuel Furnace, 92.5% AFUE","Ducted Heating","Natural Gas Fuel Furnace","100000-119999","100000-119999","100000-149999","20 ACH50","R-13","Uninsulated","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Brick, 12-in, 3-wythe, Uninsulated","100% Incandescent","EF 15.9","None","None","None","None","None","None","None","None","None","1","West","200%","In metro area, not/partially in principal city","None","None","Hour18","EF 17.6, 100% Usage","Asphalt Shingles, Medium","High","Occupied","1960s","1960-79","Natural Gas Standard","Natural Gas","Charleston Muni","F12 B12 L12 R12","Single, Clear, Non-metal","MSHP, SEER 24, 13 HSPF",25.15,96.48,3.48,65,65.5,0,65.5,0.681
"2176","Hour19","3","None","None","EnergyStar, 120% Usage","Yes","Electric, 120% Usage","76","No","0F","None","None","20% Leakage, Uninsulated","400%+","2000-2499","1500-2499","Vented Crawlspace","1 Car","1","1","None","Brick","No","Natural Gas","70","Yes","12F","Day and Night -4h","200% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Fuel Furnace, 92.5% AFUE","Ducted Heating","Natural Gas Fuel Furnace","100000-119999","100000-119999","100000-149999","20 ACH50","R-13","Uninsulated","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Brick, 12-in, 3-wythe, Uninsulated","100% Incandescent","EF 15.9","None","None","None","None","None","None","None","None","None","1","West","200%","In metro area, not/partially in principal city","None","None","Hour18","EF 17.6, 100% Usage","Asphalt Shingles, Medium","High","Occupied","1960s","1960-79","Natural Gas Standard","Natural Gas","Charleston Muni","F12 B12 L12 R12","Single, Clear, Non-metal","MSHP, SEER 24, 13 HSPF",28.6,72.13,3.85,280,569,492,186,0.755
"1690","Hour1","3","Standard Efficiency","Electric, 80% Usage","Standard, 80% Usage","Yes","Propane, 80% Usage","75","No","0F","None","318 Rated kWh, 80% Usage","None","0-100%","1500-1999","1500-2499","Slab","1 Car","2","2","Brick, Medium/Dark","Wood Frame","No","Propane","75","Yes","3F","Night","50% Usage","Room AC, EER 9.8","80% Conditioned","Room AC","No","No","Fuel Boiler, 90% AFUE","Non-Ducted Heating","Propane Fuel Boiler","<10000","<20000","<20000","30 ACH50","R-7","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, Uninsulated","100% Incandescent","EF 15.9","EF 12, National Average","None","None","None","None","None","None","None","None","1","West","50%","Not/partially in metro area","None","None","Hour22","EF 10.5, 100% Usage","Composition Shingles","Low","Occupied","1960s","1960-79","Electric Standard","Electricity","Orangeburg Muni","F12 B12 L12 R12","Single, Clear, Metal","MSHP, SEER 29.3, 14 HSPF, Max Load",34.4,29.16,2.6,293.33,769.5,832,116,0.944
"1690","Hour1","3","Standard Efficiency","Electric, 80% Usage","Standard, 80% Usage","Yes","Propane, 80% Usage","75","No","0F","None","318 Rated kWh, 80% Usage","None","0-100%","1500-1999","1500-2499","Slab","1 Car","2","2","Brick, Medium/Dark","Wood Frame","No","Propane","75","Yes","3F","Night","50% Usage","Room AC, EER 9.8","80% Conditioned","Room AC","No","No","Fuel Boiler, 90% AFUE","Non-Ducted Heating","Propane Fuel Boiler","<10000","<20000","<20000","30 ACH50","R-7","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, Uninsulated","100% Incandescent","EF 15.9","EF 12, National Average","None","None","None","None","None","None","None","None","1","West","50%","Not/partially in metro area","None","None","Hour22","EF 10.5, 100% Usage","Composition Shingles","Low","Occupied","1960s","1960-79","Electric Standard","Electricity","Orangeburg Muni","F12 B12 L12 R12","Single, Clear, Metal","MSHP, SEER 29.3, 14 HSPF, Max Load",34.4,38.63,2.6,210,745,742.5,161.5,1.041
"1690","Hour1","3","Standard Efficiency","Electric, 80% Usage","Standard, 80% Usage","Yes","Propane, 80% Usage","75","No","0F","None","318 Rated kWh, 80% Usage","None","0-100%","1500-1999","1500-2499","Slab","1 Car","2","2","Brick, Medium/Dark","Wood Frame","No","Propane","75","Yes","3F","Night","50% Usage","Room AC, EER 9.8","80% Conditioned","Room AC","No","No","Fuel Boiler, 90% AFUE","Non-Ducted Heating","Propane Fuel Boiler","<10000","<20000","<20000","30 ACH50","R-7","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, Uninsulated","100% Incandescent","EF 15.9","EF 12, National Average","None","None","None","None","None","None","None","None","1","West","50%","Not/partially in metro area","None","None","Hour22","EF 10.5, 100% Usage","Composition Shingles","Low","Occupied","1960s","1960-79","Electric Standard","Electricity","Orangeburg Muni","F12 B12 L12 R12","Single, Clear, Metal","MSHP, SEER 29.3, 14 HSPF, Max Load",33.3,47.39,3.1,230,712,702.5,171,1.087
"1690","Hour1","3","Standard Efficiency","Electric, 80% Usage","Standard, 80% Usage","Yes","Propane, 80% Usage","75","No","0F","None","318 Rated kWh, 80% Usage","None","0-100%","1500-1999","1500-2499","Slab","1 Car","2","2","Brick, Medium/Dark","Wood Frame","No","Propane","75","Yes","3F","Night","50% Usage","Room AC, EER 9.8","80% Conditioned","Room AC","No","No","Fuel Boiler, 90% AFUE","Non-Ducted Heating","Propane Fuel Boiler","<10000","<20000","<20000","30 ACH50","R-7","None","None","None","Unfinished, Uninsulated","Uninsulated","Wood Stud, Uninsulated","100% Incandescent","EF 15.9","EF 12, National Average","None","None","None","None","None","None","None","None","1","West","50%","Not/partially in metro area","None","None","Hour22","EF 10.5, 100% Usage","Composition Shingles","Low","Occupied","1960s","1960-79","Electric Standard","Electricity","Orangeburg Muni","F12 B12 L12 R12","Single, Clear, Metal","MSHP, SEER 29.3, 14 HSPF, Max Load",28.6,76.75,6.2,90,248,70.5,191.5,0.768
"1220","Hour10","2","Standard Efficiency","Gas, 80% Usage","Standard, 80% Usage","Yes","Electric, 80% Usage","72","Yes","5F","Night Setup -4h","318 Rated kWh, 80% Usage","20% Leakage, R-4","400%+","1000-1499","0-1499","Ambient","None","1","1","Wood, Medium/Dark","Wood Frame","No","Natural Gas","70","No","0F","None","50% Usage","AC, SEER 10","100% Conditioned","Central AC","Yes","No","Fuel Furnace, 80% AFUE","Ducted Heating","Natural Gas Fuel Furnace","70000-79999","60000-79999","60000-99999","15 ACH50","R-30","Uninsulated","None","None","Unfinished, Uninsulated","None","Wood Stud, Uninsulated","100% Incandescent","None","EF 12, National Average","None","None","None","None","None","None","None","None","2","Southeast","50%","In metro area, not/partially in principal city","None","None","Hour7","EF 17.6, 100% Usage","Composition Shingles","Low","Occupied","1970s","1960-79","Natural Gas Standard","Natural Gas","Charleston Muni","F9 B9 L9 R9","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",31.1,61.39,6.7,70,715,728,147,0.878
"2176","Hour19","4","Standard Efficiency","Electric, 120% Usage","Standard, 120% Usage","Yes","Electric, 120% Usage","70","No","0F","None","318 Rated kWh, 120% Usage","20% Leakage, R-4","200-300%","2000-2499","1500-2499","Ambient","None","2","2","None","Brick","No","Natural Gas","75","No","0F","None","200% Usage","AC, SEER 8","100% Conditioned","Central AC","Yes","No","Fuel Furnace, 80% AFUE","Ducted Heating","Natural Gas Fuel Furnace","70000-79999","60000-79999","60000-99999","20 ACH50","R-13","Uninsulated","None","None","Unfinished, Uninsulated","None","Brick, 12-in, 3-wythe, R-11","100% Incandescent","None","None","None","None","None","None","None","None","None","None","4","West","200%","Not/partially in metro area","None","None","Hour19","EF 19.9, 100% Usage","Composition Shingles","High","Occupied","1980s","1980-99","Electric Standard","Electricity","Beaufort Mcas","F18 B18 L18 R18","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",33.3,48.87,4.1,203.33,636,487.5,255,3.024
"2663","Hour1","3","Standard Efficiency","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Electric, 100% Usage","72","No","0F","None","None","30% Leakage, R-4","400%+","2500-2999","2500-3999","Ambient","None","1","1","None","Brick","No","Electricity","68","Yes","3F","Night -2h","100% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Electric Furnace, 100% AFUE","Ducted Heating","Electricity Electric Furnace","100000-119999","100000-119999","100000-149999","15 ACH50","R-19","Uninsulated","None","None","Unfinished, Uninsulated","None","Brick, 12-in, 3-wythe, R-11","100% CFL","None","None","None","None","None","None","None","None","None","None","2","North","100%","In metro area, not/partially in principal city","None","None","Hour23","EF 15.9, 100% Usage","Asphalt Shingles, Medium","Medium","Occupied","1980s","1980-99","Electric Standard","Electricity","Charleston Muni","F9 B9 L9 R9","Double, Low-E, Non-metal, Air, M-Gain","MSHP, SEER 24, 13 HSPF",31.1,65.61,4.6,200,481.5,155,360.5,1.263
"3301","Hour21","5","Standard Efficiency","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Electric, 120% Usage","72","No","0F","None","None","10% Leakage, R-8","400%+","3000-3999","2500-3999","Slab","2 Car","2","2","Brick, Medium/Dark","Wood Frame","No","Electricity","72","No","0F","None","200% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Electric Furnace, 100% AFUE","Ducted Heating","Electricity Electric Furnace","200000+","140000+","150000+","4 ACH50","R-30","None","None","None","Unfinished, Uninsulated","2ft R10 Under, Horizontal","Wood Stud, R-15","100% CFL","None","EF 12, National Average","None","None","None","None","None","None","None","None","3","West","200%","In metro area, not/partially in principal city","None","None","Hour17","EF 17.6, 100% Usage","Composition Shingles","High","Occupied","2000s","2000-09","Electric Standard","Electricity","Charleston Muni","F30 B30 L30 R30","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",30.6,60.91,3.6,250,552,268,343,3.028
"3301","Hour21","5","Standard Efficiency","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Electric, 120% Usage","72","No","0F","None","None","10% Leakage, R-8","400%+","3000-3999","2500-3999","Slab","2 Car","2","2","Brick, Medium/Dark","Wood Frame","No","Electricity","72","No","0F","None","200% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Electric Furnace, 100% AFUE","Ducted Heating","Electricity Electric Furnace","200000+","140000+","150000+","4 ACH50","R-30","None","None","None","Unfinished, Uninsulated","2ft R10 Under, Horizontal","Wood Stud, R-15","100% CFL","None","EF 12, National Average","None","None","None","None","None","None","None","None","3","West","200%","In metro area, not/partially in principal city","None","None","Hour17","EF 17.6, 100% Usage","Composition Shingles","High","Occupied","2000s","2000-09","Electric Standard","Electricity","Charleston Muni","F30 B30 L30 R30","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",26.7,79.21,0,215,83,0.5,82.5,1.145
"8194","Hour21","5","Standard Efficiency","Electric, 120% Usage","Standard, 120% Usage","Yes","Gas, 120% Usage","72","Yes","5F","Day Setup +2h","None","10% Leakage, R-8","400%+","4000+","4000+","Ambient","None","2","2","Vinyl, Light","Wood Frame","No","Electricity","72","Yes","6F","Night +2h","200% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","140000-159999","140000+","150000+","3 ACH50","R-30","Ceiling R-13","None","None","Unfinished, Uninsulated","None","Wood Stud, R-15","100% Incandescent","None","EF 12, National Average","None","None","None","None","None","None","None","None","3","West","200%","In metro area, not/partially in principal city","None","None","Hour15","EF 17.6, 100% Usage","Composition Shingles","High","Occupied","2000s","2000-09","Electric Standard","Electricity","Myrtle Beach Civ","F15 B15 L15 R15","Double, Low-E, Non-metal, Air, M-Gain","MSHP, SEER 24, 13 HSPF",31.1,48.29,5.7,180,758,840,113.5,1.508
"3301","Hour3","3","None","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Electric, 120% Usage","70","No","0F","None","None","20% Leakage, R-4","400%+","3000-3999","2500-3999","Slab","2 Car","2","2","None","Concrete","No","Natural Gas","68","No","0F","None","200% Usage","AC, SEER 10","100% Conditioned","Central AC","Yes","No","Fuel Furnace, 92.5% AFUE","Ducted Heating","Natural Gas Fuel Furnace","180000-199999","140000+","150000+","15 ACH50","R-30","None","None","None","Unfinished, Uninsulated","Uninsulated","CMU, 6-in Hollow, R-11","100% Incandescent","None","None","None","None","None","None","None","None","None","None","2","Southwest","200%","In metro area, not/partially in principal city","None","None","Hour18","EF 17.6, 100% Usage","Wood Shingles","High","Occupied","1990s","1980-99","Natural Gas Standard","Natural Gas","Charleston Muni","F15 B15 L15 R15","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",29.67,79.37,2.4,200,630.5,510.5,227.5,1.612
"3301","Hour3","3","None","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Electric, 120% Usage","70","No","0F","None","None","20% Leakage, R-4","400%+","3000-3999","2500-3999","Slab","2 Car","2","2","None","Concrete","No","Natural Gas","68","No","0F","None","200% Usage","AC, SEER 10","100% Conditioned","Central AC","Yes","No","Fuel Furnace, 92.5% AFUE","Ducted Heating","Natural Gas Fuel Furnace","180000-199999","140000+","150000+","15 ACH50","R-30","None","None","None","Unfinished, Uninsulated","Uninsulated","CMU, 6-in Hollow, R-11","100% Incandescent","None","None","None","None","None","None","None","None","None","None","2","Southwest","200%","In metro area, not/partially in principal city","None","None","Hour18","EF 17.6, 100% Usage","Wood Shingles","High","Occupied","1990s","1980-99","Natural Gas Standard","Natural Gas","Charleston Muni","F15 B15 L15 R15","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",35,41.54,2.6,160,738,736.5,164.5,3.335
"3301","Hour3","3","None","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Electric, 120% Usage","70","No","0F","None","None","20% Leakage, R-4","400%+","3000-3999","2500-3999","Slab","2 Car","2","2","None","Concrete","No","Natural Gas","68","No","0F","None","200% Usage","AC, SEER 10","100% Conditioned","Central AC","Yes","No","Fuel Furnace, 92.5% AFUE","Ducted Heating","Natural Gas Fuel Furnace","180000-199999","140000+","150000+","15 ACH50","R-30","None","None","None","Unfinished, Uninsulated","Uninsulated","CMU, 6-in Hollow, R-11","100% Incandescent","None","None","None","None","None","None","None","None","None","None","2","Southwest","200%","In metro area, not/partially in principal city","None","None","Hour18","EF 17.6, 100% Usage","Wood Shingles","High","Occupied","1990s","1980-99","Natural Gas Standard","Natural Gas","Charleston Muni","F15 B15 L15 R15","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",28.3,72.13,6.45,215,375.5,126,274.5,1.565
"3301","Hour3","3","None","Electric, 120% Usage","EnergyStar, 120% Usage","Yes","Electric, 120% Usage","70","No","0F","None","None","20% Leakage, R-4","400%+","3000-3999","2500-3999","Slab","2 Car","2","2","None","Concrete","No","Natural Gas","68","No","0F","None","200% Usage","AC, SEER 10","100% Conditioned","Central AC","Yes","No","Fuel Furnace, 92.5% AFUE","Ducted Heating","Natural Gas Fuel Furnace","180000-199999","140000+","150000+","15 ACH50","R-30","None","None","None","Unfinished, Uninsulated","Uninsulated","CMU, 6-in Hollow, R-11","100% Incandescent","None","None","None","None","None","None","None","None","None","None","2","Southwest","200%","In metro area, not/partially in principal city","None","None","Hour18","EF 17.6, 100% Usage","Wood Shingles","High","Occupied","1990s","1980-99","Natural Gas Standard","Natural Gas","Charleston Muni","F15 B15 L15 R15","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",24.43,87.61,5.47,36.67,136,2.5,134.5,1.112
"2663","Hour22","4","Standard Efficiency","None","None","None","Electric, 100% Usage","72","No","0F","None","None","20% Leakage, R-4","400%+","2500-2999","2500-3999","Ambient","None","2","2","None","Brick","No","Electricity","70","No","0F","None","100% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","160000-179999","140000+","150000+","25 ACH50","R-30","Uninsulated","None","None","Unfinished, Uninsulated","None","Brick, 12-in, 3-wythe, R-7","100% CFL","None","None","None","None","None","None","None","None","None","None","3","Southwest","100%","In metro area, not/partially in principal city","None","None","Hour18","EF 17.6, 100% Usage","Metal, Dark","Medium","Occupied","1970s","1960-79","Electric Standard","Electricity","Charleston Muni","F12 B12 L12 R12","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",32.8,61.41,3.6,140,634,489,259.5,2.061
"2663","Hour22","4","Standard Efficiency","None","None","None","Electric, 100% Usage","72","No","0F","None","None","20% Leakage, R-4","400%+","2500-2999","2500-3999","Ambient","None","2","2","None","Brick","No","Electricity","70","No","0F","None","100% Usage","Heat Pump","100% Conditioned","Heat Pump","Yes","No","ASHP, SEER 13, 7.7 HSPF","Ducted Heat Pump","Electricity ASHP","160000-179999","140000+","150000+","25 ACH50","R-30","Uninsulated","None","None","Unfinished, Uninsulated","None","Brick, 12-in, 3-wythe, R-7","100% CFL","None","None","None","None","None","None","None","None","None","None","3","Southwest","100%","In metro area, not/partially in principal city","None","None","Hour18","EF 17.6, 100% Usage","Metal, Dark","Medium","Occupied","1970s","1960-79","Electric Standard","Electricity","Charleston Muni","F12 B12 L12 R12","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",29.4,69.76,5.7,280,492.5,270,281,1.134
"1220","Hour7","3","Standard Efficiency, No usage","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Gas, 100% Usage","80","No","0F","None","None","0% Leakage, Uninsulated","100-150%","1000-1499","0-1499","Heated Basement","None","1","1","Vinyl, Light","Wood Frame","No","Natural Gas","55","No","0F","None","100% Usage","AC, SEER 15","100% Conditioned","Central AC","Yes","No","Fuel Furnace, 92.5% AFUE","Ducted Heating","Natural Gas Fuel Furnace","10000-14999","<20000","<20000","30 ACH50","R-13","Uninsulated","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, Uninsulated","100% CFL","None","None","None","None","None","None","None","None","None","None","1","Southwest","100%","In metro area, not/partially in principal city","None","None","Hour13","EF 17.6, 100% Usage","Composition Shingles","Medium","Vacant","1940s","1940-59","Natural Gas Standard","Natural Gas","Charleston Muni","F15 B15 L15 R15","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",32.2,57.68,7.2,100,728,727,161,0.737
"1220","Hour7","3","Standard Efficiency, No usage","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Gas, 100% Usage","80","No","0F","None","None","0% Leakage, Uninsulated","100-150%","1000-1499","0-1499","Heated Basement","None","1","1","Vinyl, Light","Wood Frame","No","Natural Gas","55","No","0F","None","100% Usage","AC, SEER 15","100% Conditioned","Central AC","Yes","No","Fuel Furnace, 92.5% AFUE","Ducted Heating","Natural Gas Fuel Furnace","10000-14999","<20000","<20000","30 ACH50","R-13","Uninsulated","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, Uninsulated","100% CFL","None","None","None","None","None","None","None","None","None","None","1","Southwest","100%","In metro area, not/partially in principal city","None","None","Hour13","EF 17.6, 100% Usage","Composition Shingles","Medium","Vacant","1940s","1940-59","Natural Gas Standard","Natural Gas","Charleston Muni","F15 B15 L15 R15","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",33.9,59.84,6.7,200,656.5,512,256.5,0.836
"1220","Hour7","3","Standard Efficiency, No usage","Electric, 100% Usage","EnergyStar, 100% Usage","Yes","Gas, 100% Usage","80","No","0F","None","None","0% Leakage, Uninsulated","100-150%","1000-1499","0-1499","Heated Basement","None","1","1","Vinyl, Light","Wood Frame","No","Natural Gas","55","No","0F","None","100% Usage","AC, SEER 15","100% Conditioned","Central AC","Yes","No","Fuel Furnace, 92.5% AFUE","Ducted Heating","Natural Gas Fuel Furnace","10000-14999","<20000","<20000","30 ACH50","R-13","Uninsulated","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, Uninsulated","100% CFL","None","None","None","None","None","None","None","None","None","None","1","Southwest","100%","In metro area, not/partially in principal city","None","None","Hour13","EF 17.6, 100% Usage","Composition Shingles","Medium","Vacant","1940s","1940-59","Natural Gas Standard","Natural Gas","Charleston Muni","F15 B15 L15 R15","Double, Clear, Metal, Air","MSHP, SEER 24, 13 HSPF",27.25,84.59,6.28,227.5,346,76,286,0.433
"2176","Hour23","3","Standard Efficiency","Electric, 100% Usage","Standard, 100% Usage","Yes","Gas, 100% Usage","75","No","0F","None","None","10% Leakage, Uninsulated","200-300%","2000-2499","1500-2499","Vented Crawlspace","2 Car","2","2","Shingle, Asbestos, Medium","Wood Frame","No","Natural Gas","68","No","0F","None","100% Usage","AC, SEER 13","100% Conditioned","Central AC","Yes","No","Fuel Furnace, 80% AFUE","Ducted Heating","Natural Gas Fuel Furnace","40000-44999","40000-59999","40000-59999","20 ACH50","R-7","Uninsulated","Uninsulated","Uninsulated","Unfinished, Uninsulated","None","Wood Stud, Uninsulated","100% Incandescent","None","EF 12, National Average","None","None","None","Gas","Has Pool","None","1.0 HP Pump","None","2","South","100%","In metro area, not/partially in principal city","None","None","Hour19","EF 17.6, 100% Usage","Wood Shingles","Medium","Occupied","1950s","1940-59","Natural Gas Standard","Natural Gas","Charleston Muni","F9 B9 L9 R9","Double, Clear, Non-metal, Air","MSHP, SEER 24, 13 HSPF",31.1,55.34,5.1,150,676.5,596,214.5,1.176
